Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (Mb)
69.110,1,57.9,26.7%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
69.187,1,56.9,33.3%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
69.282,1,56.9,30.2%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
69.395,1,56.4,29.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
69.483,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
69.560,1,56.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
69.638,1,56.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
69.716,1,57.4,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
69.793,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
69.870,1,56.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
69.948,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
70.26,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
70.103,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
70.180,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
70.259,1,56.9,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
70.336,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
70.413,1,57.4,33.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
70.491,1,57.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
70.569,1,57.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
70.647,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
70.724,1,56.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
70.802,1,56.4,31.2%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
70.896,1,56.0,27.9%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
71.3,1,56.9,28.6%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
71.115,1,56.0,32.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
71.231,1,56.4,24.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
71.312,1,56.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
71.389,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
71.466,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
71.544,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
71.622,1,56.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
71.701,1,56.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
71.778,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
71.855,1,57.4,34.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
71.933,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
72.10,1,56.4,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
72.88,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
72.165,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
72.244,1,58.4,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
72.321,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
72.398,1,57.9,24.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
72.475,1,58.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
72.554,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
72.631,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
72.708,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
72.786,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
72.866,1,57.4,28.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
72.943,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
73.20,1,57.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
73.98,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.3,5.7
73.175,1,57.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.5,5.6
73.253,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.7,5.6
73.330,1,58.4,25.8%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
73.433,1,57.9,25.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
73.525,1,56.9,35.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
73.604,1,56.4,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.3,5.6
73.683,1,56.0,34.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
73.760,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.9,5.6
73.838,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.7,5.6
73.915,1,56.0,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.3,5.6
73.994,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.1,5.6
74.71,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.7,5.6
74.148,1,58.4,25.8%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7454.6,5.6
74.248,1,56.9,29.8%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
74.371,1,56.4,32.0%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
74.489,1,56.0,29.8%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
74.605,1,56.4,28.3%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
74.721,1,56.0,25.6%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
74.833,1,56.4,31.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
74.925,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
75.2,1,56.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
75.81,1,56.9,28.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
75.159,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
75.237,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
75.314,1,57.4,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
75.392,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
75.470,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
75.546,1,56.9,27.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
75.639,1,56.0,28.6%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
75.751,1,56.4,25.0%,50000,1200339840,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
75.863,1,56.0,31.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
75.950,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
76.28,1,56.0,28.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
76.105,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
76.184,1,56.9,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
76.261,1,57.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
76.340,1,56.9,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
76.417,1,56.9,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
76.494,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
76.572,1,56.4,30.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
76.649,1,57.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
76.727,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
76.804,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
76.882,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
76.960,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
77.38,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
77.115,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
77.193,1,57.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
77.271,1,56.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
77.348,1,57.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
77.426,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
77.504,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
77.582,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
77.660,1,57.9,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
77.737,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
77.815,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
77.892,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
77.970,1,56.9,24.1%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
78.65,1,56.4,23.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
78.159,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
78.237,1,56.9,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
78.314,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
78.391,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
78.470,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
78.548,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.8,5.6
78.625,1,57.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.0,5.6
78.702,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.2,5.6
78.779,1,56.4,26.7%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
78.876,1,56.0,34.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
78.968,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
79.46,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
79.123,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
79.202,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
79.279,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
79.356,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
79.433,1,57.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
79.510,1,56.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.1,5.7
79.588,1,57.4,24.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
79.666,1,56.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
79.744,1,57.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
79.823,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.2,5.7
79.900,1,56.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
79.977,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
80.54,1,56.9,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
80.132,1,57.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
80.210,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
80.287,1,57.4,24.1%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
80.378,1,56.9,32.6%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
80.491,1,56.4,23.3%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7451.3,5.7
80.607,1,56.4,31.3%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
80.723,1,56.9,27.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
80.832,1,56.9,29.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
80.909,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.1,5.7
80.986,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
81.64,1,56.4,24.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
81.144,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.8,5.7
81.222,1,56.9,32.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.8,5.7
81.300,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
81.377,1,56.9,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
81.455,1,58.9,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.6,5.7
81.533,1,57.4,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
81.611,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
81.688,1,56.9,25.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
81.765,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.9,5.7
81.844,1,57.9,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
81.922,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.9,5.7
81.1000,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
82.77,1,57.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
82.154,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
82.233,1,57.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
82.311,1,57.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
82.388,1,58.4,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
82.466,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
82.544,1,57.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
82.621,1,57.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
82.699,1,57.9,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
82.776,1,57.9,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
82.854,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
82.932,1,56.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
83.11,1,56.4,25.8%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
83.89,1,57.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
83.167,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
83.244,1,56.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
83.322,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
83.400,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
83.477,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
83.554,1,58.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
83.632,1,57.4,28.1%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
83.729,1,57.4,26.2%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
83.843,1,57.4,23.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
83.954,1,57.9,33.3%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
84.62,1,57.4,28.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
84.142,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
84.220,1,56.9,25.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
84.297,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
84.375,1,56.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
84.453,1,57.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
84.530,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
84.607,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
84.685,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
84.764,1,57.9,27.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
84.863,1,57.4,26.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
84.947,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
85.24,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
85.102,1,57.4,32.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
85.180,1,56.0,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
85.257,1,58.4,34.4%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
85.335,1,57.4,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
85.413,1,56.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
85.490,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
85.567,1,57.4,30.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
85.665,1,56.9,29.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.9,5.7
85.752,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.8,5.7
85.829,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.2,5.7
85.908,1,57.9,21.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.0,5.7
85.985,1,58.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.7,5.7
86.62,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.6,5.7
86.141,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.2,5.7
86.218,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.8,5.7
86.295,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
86.373,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.3,5.7
86.450,1,57.4,27.6%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
86.528,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.9,5.7
86.605,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
86.684,1,57.4,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7451.9,5.7
86.761,1,58.4,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7452.1,5.7
86.838,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.3,5.7
86.916,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.6,5.6
86.994,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.1,5.6
87.72,1,57.4,29.0%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
87.170,1,56.4,27.3%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7456.4,5.6
87.281,1,56.9,24.4%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7458.2,5.6
87.394,1,56.0,30.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.9,5.6
87.478,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.2,5.6
87.555,1,57.4,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7456.9,5.6
87.633,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
87.710,1,56.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
