Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (Mb)
102.225,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
102.303,1,56.4,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
102.380,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
102.458,1,57.9,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
102.536,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
102.614,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
102.691,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.9,5.7
102.768,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
102.847,1,58.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
102.924,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
103.1,1,57.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
103.78,1,58.9,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
103.155,1,56.9,26.7%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
103.233,1,56.9,23.5%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
103.342,1,57.4,28.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
103.420,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
103.497,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
103.574,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
103.653,1,57.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
103.730,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
103.807,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
103.884,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
103.963,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
104.41,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
104.118,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
104.196,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
104.273,1,57.4,34.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
104.350,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
104.427,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
104.504,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
104.581,1,57.9,32.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.3,5.7
104.660,1,57.4,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
104.737,1,57.9,27.3%,50000,1200339840,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7451.5,5.7
104.840,1,57.4,29.5%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7451.5,5.7
104.955,1,56.9,29.8%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7451.2,5.7
105.72,1,56.9,26.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
105.149,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.1,5.7
105.226,1,56.4,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
105.304,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
105.381,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
105.459,1,58.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.2,5.6
105.537,1,57.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.4,5.6
105.615,1,57.4,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.9,5.6
105.694,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.1,5.6
105.774,1,57.9,29.3%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7458.8,5.6
105.898,1,56.9,33.3%,50000,1200287104,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7458.4,5.6
106.10,1,56.9,25.0%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7457.9,5.6
106.126,1,56.4,33.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7457.0,5.6
106.237,1,56.9,26.2%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
106.350,1,56.9,21.4%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
106.468,1,57.4,32.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
106.585,1,56.4,30.4%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7455.7,5.6
106.694,1,56.0,26.8%,50000,1200339840,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7457.4,5.6
106.797,1,57.9,30.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.5,5.6
106.875,1,57.4,35.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.6,5.6
106.952,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.1,5.6
107.29,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
107.107,1,57.4,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7457.6,5.6
107.185,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.6,5.6
107.263,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.8,5.6
107.340,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
107.417,1,57.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.5,5.6
107.501,1,56.4,29.3%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7460.5,5.5
107.616,1,56.4,34.0%,50000,1100249984,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7461.7,5.5
107.720,1,56.4,29.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7461.7,5.5
107.798,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7462.3,5.5
107.875,1,56.4,35.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7464.2,5.5
107.953,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7464.4,5.5
108.31,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7464.3,5.5
108.108,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7463.2,5.5
108.186,1,56.4,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7461.8,5.5
108.264,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.8,5.6
108.341,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.9,5.6
108.419,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.1,5.6
108.497,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
108.574,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
108.652,1,56.9,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
108.731,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
108.808,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.1,5.7
108.885,1,57.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.6,5.7
108.962,1,56.4,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
109.41,1,57.9,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
109.119,1,57.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
109.197,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
109.274,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
109.352,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
109.430,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
109.507,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
109.584,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
109.662,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
109.740,1,57.4,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.5,5.7
109.828,1,58.4,32.6%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
109.939,1,56.9,27.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7456.2,5.6
110.54,1,56.0,28.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.3,5.6
110.149,1,57.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.3,5.6
110.228,1,57.4,23.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.7,5.6
110.305,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.3,5.6
110.383,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.7,5.6
110.461,1,58.4,30.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
110.539,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
110.616,1,57.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
110.694,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
110.772,1,57.4,29.0%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
110.862,1,56.9,25.6%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
110.971,1,57.9,31.3%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7449.6,5.7
111.86,1,56.9,31.9%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
111.201,1,56.4,26.8%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
111.286,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
111.365,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
111.442,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
111.519,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
111.596,1,56.9,27.6%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
111.674,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
111.751,1,56.9,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
111.829,1,58.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
111.907,1,56.9,28.1%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
112.4,1,56.4,29.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
112.90,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
112.167,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
112.246,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
112.324,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
112.401,1,58.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
112.478,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
112.557,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
112.634,1,56.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
112.711,1,56.4,29.0%,50000,1200339840,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
112.807,1,57.4,29.5%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
112.922,1,56.9,26.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
113.6,1,57.9,26.7%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
113.84,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
113.162,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
113.239,1,56.9,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
113.316,1,56.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
113.395,1,57.9,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
113.473,1,57.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
113.550,1,57.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
113.627,1,57.4,28.1%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
113.724,1,56.4,28.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
113.813,1,57.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
113.891,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
113.969,1,58.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
114.46,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
114.123,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
114.200,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
114.278,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
114.355,1,57.9,34.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.5,5.6
114.432,1,57.4,26.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7454.8,5.6
114.529,1,57.4,25.6%,50000,1200339840,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7456.0,5.6
114.641,1,57.4,27.9%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7457.6,5.6
114.755,1,56.4,28.3%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7459.0,5.6
114.871,1,57.4,25.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7459.3,5.6
114.979,1,56.9,27.9%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7458.2,5.6
115.95,1,56.4,29.8%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7457.8,5.6
115.211,1,56.9,25.0%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7455.5,5.6
115.324,1,56.9,28.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
115.416,1,56.4,32.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
115.495,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.4,5.6
115.572,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.3,5.6
115.649,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
115.727,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
115.805,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
115.882,1,58.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
115.959,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
116.36,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
116.113,1,57.9,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
116.191,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.3,5.7
116.268,1,56.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
116.346,1,57.9,32.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.2,5.6
116.424,1,58.4,34.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
116.501,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.3,5.6
116.578,1,57.9,34.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
116.656,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
116.733,1,57.9,26.7%,50000,1800457088,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
116.827,1,56.9,28.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
116.928,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
117.5,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
117.84,1,57.4,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
117.161,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
117.240,1,58.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
117.316,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
117.394,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
117.472,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
117.550,1,58.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
117.628,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
117.705,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
117.783,1,56.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
117.862,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
117.939,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
118.17,1,58.4,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
118.94,1,57.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
118.173,1,58.9,28.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
118.250,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
118.328,1,57.4,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
118.405,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
118.484,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
118.562,1,58.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
118.639,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
118.717,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
118.794,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
118.872,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
118.951,1,58.9,26.7%,50000,1800457088,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
119.40,1,57.4,29.3%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
119.152,1,56.9,26.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
119.270,1,56.9,26.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
119.385,1,57.4,30.6%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
119.510,1,56.4,36.4%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
119.631,1,56.4,25.6%,50000,1200339840,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
119.742,1,56.9,28.9%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
119.859,1,57.4,31.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
119.970,1,56.9,27.9%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
120.85,1,56.9,28.3%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7451.5,5.7
120.201,1,56.4,25.6%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7453.8,5.6
120.309,1,57.4,30.2%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
120.414,1,56.4,29.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
120.492,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.2,5.6
120.569,1,56.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
120.646,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
120.724,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
120.802,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.1,5.6
120.879,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
120.957,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.3,5.6
121.35,1,57.9,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7461.5,5.5
121.121,1,57.9,26.2%,50000,1000212864,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7461.5,5.5
121.244,1,57.4,26.7%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7461.3,5.5
121.359,1,56.4,22.7%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7461.0,5.5
121.473,1,56.9,28.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7459.0,5.6
121.581,1,56.4,27.9%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7455.9,5.6
